0	1.000000
50	0.012220
100	0.006570
150	0.004200
200	0.003100
250	0.002670
300	0.001990
350	0.001750
400	0.001580
450	0.001240
500	0.001320
550	0.001330
600	0.001050
650	0.001170
700	0.000930
750	0.000840
800	0.000670
850	0.000620
900	0.000720
950	0.000570
1000	0.000580
1050	0.000580
1100	0.000610
1150	0.000490
1200	0.000480
1250	0.000490
1300	0.000540
1350	0.000360
1400	0.000460
1450	0.000440
1500	0.000340
1550	0.000330
1600	0.000370
1650	0.000330
1700	0.000280
1750	0.000240
1800	0.000340
1850	0.000250
1900	0.000300
1950	0.000300
2000	0.000290
2050	0.000260
2100	0.000220
2150	0.000210
2200	0.000240
2250	0.000210
2300	0.000260
2350	0.000260
2400	0.000250
2450	0.000220
2500	0.000220
2550	0.000250
2600	0.000170
2650	0.000280
2700	0.000260
2750	0.000310
2800	0.000160
2850	0.000300
2900	0.000200
2950	0.000200
3000	0.000240
3050	0.000180
3100	0.000230
3150	0.000250
3200	0.000210
3250	0.000170
3300	0.000120
3350	0.000160
3400	0.000270
3450	0.000210
3500	0.000130
3550	0.000190
3600	0.000270
3650	0.000200
3700	0.000110
3750	0.000120
3800	0.000280
3850	0.000160
3900	0.000210
3950	0.000160
4000	0.000210
4050	0.000130
4100	0.000090
4150	0.000120
4200	0.000140
4250	0.000090
4300	0.000150
4350	0.000100
4400	0.000230
4450	0.000150
4500	0.000120
4550	0.000140
4600	0.000120
4650	0.000050
4700	0.000080
4750	0.000130
4800	0.000140
4850	0.000120
4900	0.000190
4950	0.000140
5000	0.000060
